ZIPCODE,max_pfas,mean_pfas,total_detections,num_contaminants,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,pct_minority
07652,0.014,0.0011375,48,20,ZCTA5 07652,26568,64.5,5.9,0.7,27.0,0.0,13.0,54.1,45.9
07656,0.0172,0.0006188461538461539,51,20,ZCTA5 07656,9406,88.1,2.9,0.2,4.2,0.0,15.8,77.9,22.099999999999994
07657,0.014,0.0011375,48,20,ZCTA5 07657,11498,58.9,5.1,3.1,24.2,0.0,37.8,32.5,67.5
07660,0.014,0.0011375,48,20,ZCTA5 07660,13235,67.9,14.1,2.6,7.6,0.0,50.0,32.1,67.9
07661,0.014,0.0011375,48,20,ZCTA5 07661,12091,63.6,6.1,0.8,32.9,0.0,11.4,50.3,49.7
07662,0.014,0.0011375,48,20,ZCTA5 07662,5869,71.5,4.9,0.5,12.9,0.2,26.1,57.2,42.8
07663,0.0107,0.001232258064516129,13,20,ZCTA5 07663,14419,81.6,7.1,0.6,11.3,0.0,24.2,60.0,40.0
07666,0.014,0.0011375,48,20,ZCTA5 07666,41876,51.7,26.6,0.7,11.3,0.1,26.6,38.2,61.8
07670,0.014,0.0011375,48,20,ZCTA5 07670,15319,60.3,4.6,0.5,38.6,0.0,8.4,50.6,49.4
07675,0.014,0.0011375,48,20,ZCTA5 07675,27349,74.6,4.8,1.1,19.7,0.0,14.9,60.1,39.9
07677,0.0172,0.0006188461538461539,51,20,ZCTA5 07677,6152,81.9,1.5,0.4,11.0,0.4,8.0,72.6,27.400000000000006
07701,0.0092,0.0003059782608695652,60,20,ZCTA5 07701,24376,84.8,5.2,3.0,1.9,0.0,19.0,74.0,26.0
07702,0.0092,0.0002578947368421053,42,20,ZCTA5 07702,4179,90.5,4.2,0.6,4.8,0.0,3.9,85.1,14.900000000000006
07704,0.0092,0.0003059782608695652,60,20,ZCTA5 07704,6170,97.0,2.6,0.0,1.2,0.0,1.0,93.0,7.0
07711,0.0092,0.0002578947368421053,42,20,ZCTA5 07711,1641,98.8,1.6,1.7,1.3,0.0,12.5,71.0,29.0
07712,0.0092,0.0002578947368421053,42,20,ZCTA5 07712,40194,66.0,20.2,2.0,4.8,0.2,18.6,56.6,43.4
07716,0.0092,0.000245,42,20,ZCTA5 07716,8893,92.7,3.4,0.9,3.0,0.0,3.8,87.8,12.200000000000003
07717,0.0067,0.0003575,10,20,ZCTA5 07717,2030,99.1,0.0,0.1,0.8,0.0,2.1,95.4,4.599999999999994
07718,0.0092,0.0002578947368421053,42,20,ZCTA5 07718,6658,97.0,1.6,0.8,4.4,0.4,9.1,84.8,15.200000000000003
07719,0.0066,0.0003133333333333333,27,20,ZCTA5 07719,22138,92.6,1.7,0.6,2.1,0.0,9.5,85.4,14.599999999999994
07720,0.0092,0.0002578947368421053,42,20,ZCTA5 07720,4158,88.8,2.3,0.0,4.2,0.0,11.7,80.8,19.200000000000003
07721,0.0083,0.00019541666666666666,10,20,ZCTA5 07721,4277,48.1,22.2,1.3,19.3,0.0,17.8,37.2,62.8
07722,0.0092,0.0002578947368421053,42,20,ZCTA5 07722,9990,95.3,0.7,0.6,4.5,0.0,6.8,84.9,15.099999999999994
07723,0.0092,0.0002578947368421053,42,20,ZCTA5 07723,884,90.8,1.8,0.6,10.9,0.0,12.0,75.2,24.799999999999997
07724,0.0092,0.0002578947368421053,42,20,ZCTA5 07724,24016,76.8,12.2,1.8,12.5,0.0,10.6,64.7,35.3
07726,0.0114,0.0002996875,35,20,ZCTA5 07726,44764,85.9,3.8,0.4,9.2,0.0,10.0,76.3,23.700000000000003
07728,0.0092,0.00025340000000000003,52,20,ZCTA5 07728,55984,81.5,6.1,1.4,6.1,0.0,19.3,67.9,32.099999999999994
07730,0.0065,0.0003075,11,20,ZCTA5 07730,17534,92.0,2.6,0.5,3.8,0.8,14.7,77.8,22.200000000000003
07731,0.01,0.0002527380952380952,45,20,ZCTA5 07731,40322,83.8,6.5,0.7,4.9,0.0,17.6,71.2,28.799999999999997
07732,0.0092,0.0002578947368421053,42,20,ZCTA5 07732,4527,89.3,10.8,1.7,0.8,0.1,7.8,80.4,19.599999999999994
07733,0.0092,0.0002665217391304348,53,20,ZCTA5 07733,17166,80.6,1.7,1.7,18.4,0.0,5.2,72.6,27.400000000000006
07734,0.0083,0.00036250000000000003,9,20,ZCTA5 07734,12925,77.3,8.9,0.3,2.2,0.0,24.5,63.5,36.5
07735,0.0119,0.0003326190476190476,27,20,ZCTA5 07735,19159,83.9,8.9,0.5,5.1,0.1,19.2,64.9,35.099999999999994
07737,0.0092,0.0002578947368421053,42,20,ZCTA5 07737,3945,93.6,3.2,0.7,3.4,0.0,11.1,80.9,19.099999999999994
07738,0.0092,0.0002578947368421053,42,20,ZCTA5 07738,6939,91.0,2.4,0.0,7.4,0.0,8.2,80.1,19.900000000000006
07739,0.0092,0.0002578947368421053,42,20,ZCTA5 07739,6105,99.5,0.0,0.0,0.8,0.0,2.1,96.1,3.9000000000000057
07740,0.0092,0.0002578947368421053,42,20,ZCTA5 07740,32917,68.2,13.1,4.6,3.3,0.1,24.9,51.4,48.6
07746,0.0114,0.00025374999999999996,19,20,ZCTA5 07746,18476,77.3,2.4,0.7,20.2,0.0,4.0,71.9,28.099999999999994
07747,0.065,0.000299,64,20,ZCTA5 07747,32330,80.3,11.8,1.1,10.2,0.2,12.4,66.0,34.0
07748,0.0092,0.0002578947368421053,42,20,ZCTA5 07748,28633,93.6,2.5,1.4,3.3,0.0,11.5,80.8,19.200000000000003
07750,0.0092,0.0002578947368421053,42,20,ZCTA5 07750,3207,92.8,1.9,0.0,3.7,0.0,7.4,86.7,13.299999999999997
07751,0.0065,0.00010687500000000001,4,20,ZCTA5 07751,21109,66.1,2.5,0.9,29.8,0.1,6.3,58.1,41.9
07753,0.0123,0.00033525,52,20,ZCTA5 07753,37297,61.0,30.1,2.5,4.9,0.9,15.3,50.4,49.6
07755,0.0092,0.0002578947368421053,42,20,ZCTA5 07755,5613,91.0,6.2,0.1,1.6,4.5,5.2,74.2,25.799999999999997
07756,0.0092,0.0002578947368421053,42,20,ZCTA5 07756,3092,96.4,1.0,0.2,2.2,0.0,3.8,92.5,7.5
07757,0.0092,0.0002578947368421053,42,20,ZCTA5 07757,6195,95.6,1.8,0.1,1.0,0.0,5.3,88.9,11.099999999999994
07758,0.0092,0.0002578947368421053,42,20,ZCTA5 07758,4076,90.8,3.0,1.4,7.2,0.1,10.8,75.4,24.599999999999994
07760,0.0092,0.0002578947368421053,42,20,ZCTA5 07760,9692,97.8,0.5,0.3,1.5,0.0,3.8,90.8,9.200000000000003
07762,0.0068,0.0001564285714285714,10,20,ZCTA5 07762,8262,98.1,1.2,0.2,1.4,0.0,5.1,91.5,8.5
07764,0.0092,0.0002578947368421053,42,20,ZCTA5 07764,8586,86.9,5.8,1.0,2.2,0.0,9.1,76.9,23.099999999999994
07801,0.0142,0.0018775,38,20,ZCTA5 07801,27128,47.8,9.1,0.5,4.7,0.1,66.0,20.9,79.1
07803,0.0,0.0,0,20,ZCTA5 07803,4048,71.4,4.3,0.7,13.6,5.2,32.2,48.0,52.0
07820,0.0033,8.25e-05,1,20,ZCTA5 07820,0,-,-,-,-,-,-,,
07821,0.0,0.0,0,20,ZCTA5 07821,9662,97.2,1.1,0.7,2.6,0.0,9.2,85.5,14.5
07828,0.0086,0.0006531481481481481,69,20,ZCTA5 07828,15461,73.3,12.1,0.4,9.0,0.0,19.7,58.1,41.9
07830,0.0055,0.0001575,4,20,ZCTA5 07830,7379,89.3,6.4,0.4,2.8,0.2,6.1,81.4,18.599999999999994
07832,0.0,0.0,0,20,ZCTA5 07832,3593,94.4,2.6,0.2,1.4,0.0,11.0,83.3,16.700000000000003
07834,0.012,0.0009285000000000001,32,20,ZCTA5 07834,18385,88.6,4.5,0.7,9.4,0.0,10.1,75.5,24.5
07836,0.0073,0.00044062500000000004,29,20,ZCTA5 07836,11694,84.2,6.1,0.1,10.3,0.0,16.9,67.9,32.099999999999994
07838,0.0033,8.25e-05,1,20,ZCTA5 07838,3727,98.7,1.0,0.2,1.1,0.0,3.3,91.6,8.400000000000006
07840,0.0097,0.00021807692307692308,21,20,ZCTA5 07840,32105,81.9,8.5,1.8,6.5,0.0,18.1,68.2,31.799999999999997
07843,0.0116,0.0006053435114503817,23,20,ZCTA5 07843,11098,84.6,4.7,1.6,3.0,0.0,23.6,67.5,32.5
07847,0.0041,1.7083333333333336e-05,1,20,ZCTA5 07847,1776,78.7,10.0,1.1,3.8,0.0,16.2,70.6,29.400000000000006
07849,0.0098,0.0013162500000000001,18,20,ZCTA5 07849,8380,86.8,2.4,0.9,8.5,0.0,14.0,73.6,26.400000000000006
07850,0.0056,0.0003475,6,20,ZCTA5 07850,6828,82.0,11.4,1.3,5.6,0.0,21.5,60.7,39.3
07852,0.0056,9.968749999999999e-05,7,20,ZCTA5 07852,4233,81.9,3.9,0.4,14.0,0.0,13.8,67.1,32.900000000000006
07853,0.0097,0.0002931818181818182,24,20,ZCTA5 07853,12339,93.0,1.3,0.1,6.0,0.1,8.3,82.7,17.299999999999997
07856,0.0,0.0,0,20,ZCTA5 07856,4774,83.4,8.8,0.9,4.0,0.0,11.7,75.2,24.799999999999997
07857,0.0086,0.0009625,21,20,ZCTA5 07857,3728,75.9,7.2,1.7,3.5,0.0,27.2,58.4,41.6
07860,0.0,0.0,0,20,ZCTA5 07860,26047,92.4,3.8,1.8,2.6,0.0,7.0,82.0,18.0
07863,0.0071,0.00024125,11,20,ZCTA5 07863,3819,93.6,2.1,0.3,2.5,0.1,8.5,84.7,15.299999999999997
07865,0.0071,0.00024125,11,20,ZCTA5 07865,2825,90.9,5.0,0.3,1.1,0.0,13.1,73.7,26.299999999999997
07866,0.0142,0.0015841666666666667,63,20,ZCTA5 07866,22663,90.0,2.6,0.8,6.6,0.0,16.4,73.4,26.599999999999994
07869,0.0275,0.0004457954545454545,67,20,ZCTA5 07869,26022,80.1,5.1,0.3,11.5,0.3,18.1,63.1,36.9
07871,0.0144,0.0009548076923076923,85,20,ZCTA5 07871,21437,90.3,1.4,2.2,6.3,0.0,9.0,81.0,19.0
07874,0.0122,0.0008318749999999999,22,20,ZCTA5 07874,8752,90.1,1.7,0.8,1.8,0.0,19.0,74.8,25.200000000000003
07876,0.0,0.0,0,20,ZCTA5 07876,9641,87.4,4.0,0.5,6.3,0.0,11.4,77.7,22.299999999999997
07882,0.0071,0.00024125,11,20,ZCTA5 07882,15115,82.0,6.8,0.5,6.3,1.6,13.1,73.8,26.200000000000003
07885,0.0098,0.000681,26,20,ZCTA5 07885,11806,86.6,4.8,1.9,1.6,0.0,36.1,58.3,41.7
07901,0.0275,0.000448,44,20,ZCTA5 07901,24314,77.6,8.3,0.2,9.9,0.1,13.2,66.5,33.5
07920,0.0275,0.000448,44,20,ZCTA5 07920,28753,72.5,1.3,0.6,27.5,0.0,5.9,64.8,35.2
07921,0.0275,0.0003753125,63,20,ZCTA5 07921,7700,83.8,3.9,0.9,15.2,0.2,10.8,69.9,30.099999999999994
07922,0.0275,0.000448,44,20,ZCTA5 07922,12195,76.8,3.3,0.3,21.3,0.0,5.9,69.5,30.5
07924,0.0275,0.000448,44,20,ZCTA5 07924,7713,91.7,1.3,0.4,2.5,0.0,9.5,85.0,15.0
07926,0.0275,0.000448,44,20,ZCTA5 07926,161,62.1,0.0,0.0,0.0,0.0,75.8,24.2,75.8
07927,0.0157,0.0007134090909090909,48,20,ZCTA5 07927,4882,80.2,0.5,5.3,20.7,0.0,13.7,65.6,34.400000000000006
07928,0.0275,0.00041999999999999996,44,20,ZCTA5 07928,19974,83.3,1.0,0.4,16.4,0.0,5.0,76.0,24.0
07930,0.0275,0.0004030357142857143,77,20,ZCTA5 07930,8648,95.4,1.7,0.1,4.0,0.0,3.9,88.7,11.299999999999997
07931,0.0275,0.000448,44,20,ZCTA5 07931,2985,91.3,1.4,0.0,5.1,0.0,5.1,87.6,12.400000000000006
07932,0.0275,0.0004604054054054054,51,20,ZCTA5 07932,11977,77.0,8.3,0.2,13.4,0.0,6.4,67.7,32.3
07933,0.0275,0.000448,44,20,ZCTA5 07933,2995,93.4,2.8,1.0,8.3,1.0,18.8,70.5,29.5
07934,0.0275,0.000448,44,20,ZCTA5 07934,1293,91.6,2.7,0.0,5.3,0.0,5.8,85.1,14.900000000000006
07935,0.0275,0.000448,44,20,ZCTA5 07935,584,90.1,0.0,1.0,4.1,0.0,4.8,90.1,9.900000000000006
07936,0.0275,0.0005974444444444444,82,20,ZCTA5 07936,11152,82.9,4.8,0.1,14.1,0.0,10.4,71.0,29.0
07939,0.0275,0.000448,44,20,ZCTA5 07939,322,66.5,33.5,0.0,0.0,0.0,1.2,65.2,34.8
07940,0.0275,0.00045039473684210525,58,20,ZCTA5 07940,17610,87.6,4.7,0.4,8.8,0.7,13.5,72.4,27.599999999999994
07945,0.0275,0.000336,44,20,ZCTA5 07945,9690,90.5,0.4,0.0,7.2,0.0,7.2,79.7,20.299999999999997
07946,0.0275,0.000448,44,20,ZCTA5 07946,2982,92.6,0.7,0.5,10.4,0.0,7.2,81.4,18.599999999999994
07950,0.0157,0.0008454901960784313,148,20,ZCTA5 07950,21651,72.3,3.1,0.3,24.2,0.0,9.2,61.2,38.8
07960,0.0275,0.0005602884615384616,92,20,ZCTA5 07960,46702,83.1,5.9,0.5,7.8,0.1,19.0,66.2,33.8
07970,0.0,0.0,0,20,ZCTA5 07970,215,100.0,0.0,0.0,0.0,0.0,0.0,93.5,6.5
07974,0.0275,0.000448,44,20,ZCTA5 07974,13349,79.7,3.7,2.6,18.8,0.1,7.9,68.1,31.900000000000006
07977,0.0075,0.00025416666666666665,19,20,ZCTA5 07977,917,85.6,5.6,0.9,3.7,0.0,15.4,71.2,28.799999999999997
07979,0.0075,0.00025416666666666665,19,20,ZCTA5 07979,214,91.6,6.5,0.0,1.9,0.0,0.0,91.6,8.400000000000006
07980,0.0275,0.000448,44,20,ZCTA5 07980,2675,90.2,0.9,0.0,7.2,0.0,13.3,79.5,20.5
07981,0.0157,0.0007134090909090909,48,20,ZCTA5 07981,9030,80.7,0.9,0.1,14.5,0.0,10.9,67.8,32.2
08002,0.012,0.0001838827838827839,27,20,ZCTA5 08002,24015,71.8,12.8,0.7,14.0,0.1,9.9,62.2,37.8
08003,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08003,31809,76.3,5.9,0.7,17.6,0.2,7.0,68.7,31.299999999999997
08004,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08004,11429,83.4,13.5,0.3,1.7,0.3,9.0,73.1,26.900000000000006
08005,0.0,0.0,0,20,ZCTA5 08005,26866,95.1,3.1,0.5,2.8,0.2,8.7,84.4,15.599999999999994
08006,0.0,0.0,0,20,ZCTA5 08006,500,82.8,0.0,0.0,15.2,0.0,2.4,79.8,20.200000000000003
08007,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08007,5417,92.5,3.6,1.8,5.7,0.0,1.0,88.1,11.900000000000006
08008,0.0,0.0,0,20,ZCTA5 08008,6837,96.0,0.3,0.0,3.0,0.0,3.8,91.9,8.099999999999994
08009,0.0061,0.000185,8,20,ZCTA5 08009,14346,75.3,17.1,0.2,5.0,0.3,12.0,65.9,34.099999999999994
08010,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08010,11861,62.4,32.0,4.6,2.8,0.8,14.6,50.2,49.8
08012,0.0109,0.00011451219512195122,18,20,ZCTA5 08012,41812,78.6,15.0,0.5,6.2,0.1,9.3,69.8,30.200000000000003
08015,0.0,0.0,0,20,ZCTA5 08015,19567,71.7,17.8,0.9,6.7,0.4,16.4,61.0,39.0
08016,0.0185,0.0006925,22,20,ZCTA5 08016,34920,54.1,41.1,1.9,7.2,0.4,9.0,43.4,56.6
08020,0.0733,0.00033662280701754385,16,20,ZCTA5 08020,2480,92.8,0.8,2.2,0.0,0.0,8.1,85.4,14.599999999999994
08021,0.0049,2.793650793650794e-05,9,20,ZCTA5 08021,49305,53.8,33.5,2.5,4.2,0.0,21.8,42.7,57.3
08022,0.0051,0.0001355,6,20,ZCTA5 08022,9172,82.0,20.5,0.1,2.9,0.0,7.9,69.7,30.299999999999997
08023,0.037,0.0029458333333333333,22,20,ZCTA5 08023,375,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
08026,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08026,2435,85.0,8.8,1.2,6.5,0.2,8.9,76.1,23.900000000000006
08027,0.0,0.0,0,20,ZCTA5 08027,4984,86.5,6.3,0.5,2.0,0.0,10.8,80.4,19.599999999999994
08028,0.0109,0.00027705882352941177,37,20,ZCTA5 08028,25098,68.6,19.4,0.9,7.9,0.0,12.0,61.9,38.1
08030,0.0153,7e-05,8,20,ZCTA5 08030,13217,73.5,16.0,1.1,4.9,0.0,22.8,60.1,39.9
08031,0.0049,3.78125e-05,6,20,ZCTA5 08031,11737,79.3,8.7,0.3,9.0,0.0,13.1,68.9,31.099999999999994
08032,0.0109,0.00011451219512195122,18,20,ZCTA5 08032,242,96.7,3.3,0.0,0.0,0.0,0.0,96.7,3.299999999999997
08033,0.0049,3.5588235294117644e-05,6,20,ZCTA5 08033,17763,96.0,1.7,1.3,3.6,0.0,4.4,87.7,12.299999999999997
08034,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08034,20901,79.0,7.2,1.3,10.1,0.0,12.9,66.1,33.900000000000006
08035,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08035,7551,96.1,2.0,0.2,2.8,0.0,4.2,89.6,10.400000000000006
08036,0.0051,0.0001355,6,20,ZCTA5 08036,6065,75.0,8.7,0.2,6.3,0.0,15.3,64.4,35.599999999999994
08037,0.0108,0.00031595238095238096,22,20,ZCTA5 08037,23514,83.7,4.3,1.6,0.9,0.0,20.7,73.6,26.400000000000006
08043,0.0061,8.052631578947368e-05,14,20,ZCTA5 08043,31191,69.9,9.3,1.1,20.8,0.2,6.3,63.1,36.9
08045,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08045,3200,10.5,75.6,1.6,1.6,0.0,19.8,4.6,95.4
08046,0.0106,0.000525625,14,20,ZCTA5 08046,31981,22.3,78.7,2.5,1.8,0.2,15.1,9.4,90.6
08048,0.0051,0.0001355,6,20,ZCTA5 08048,12882,76.8,20.6,0.8,8.4,0.0,5.5,67.1,32.900000000000006
08049,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08049,5282,73.2,19.7,0.2,7.7,0.0,15.3,61.7,38.3
08050,0.0,0.0,0,20,ZCTA5 08050,28053,95.1,1.1,0.1,2.4,0.4,8.9,86.2,13.799999999999997
08051,0.016,0.00021,18,20,ZCTA5 08051,12474,90.0,6.8,0.6,2.9,0.2,3.1,85.6,14.400000000000006
08052,0.007,0.00011897058823529411,18,20,ZCTA5 08052,20127,72.5,12.0,0.6,8.4,0.0,15.7,63.9,36.1
08053,0.0038,1.4423076923076923e-05,2,20,ZCTA5 08053,48179,86.7,6.1,1.0,8.2,0.3,6.4,78.8,21.200000000000003
08054,0.009,7.736111111111111e-05,11,20,ZCTA5 08054,46026,72.2,15.6,1.5,11.7,0.1,5.3,65.3,34.7
08055,0.0,0.0,0,20,ZCTA5 08055,29109,94.4,3.1,0.5,4.9,0.1,2.7,87.5,12.5
08056,0.0733,0.00038512658227848103,9,20,ZCTA5 08056,5434,91.7,5.0,0.5,4.7,0.0,5.2,86.0,14.0
08057,0.0059,0.0002,12,20,ZCTA5 08057,21529,80.7,5.4,0.6,13.5,0.1,5.3,73.8,26.200000000000003
08059,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08059,5805,91.4,1.9,0.8,5.5,0.0,11.1,78.7,21.299999999999997
08060,0.0051,0.0001355,6,20,ZCTA5 08060,25835,63.8,36.6,2.1,6.3,0.1,11.5,48.2,51.8
08061,0.0733,0.000192989417989418,15,20,ZCTA5 08061,4508,87.6,14.0,0.0,3.1,0.0,5.1,78.0,22.0
08062,0.0054,0.00017352941176470587,5,20,ZCTA5 08062,17935,88.7,4.9,0.6,6.1,0.6,3.8,82.6,17.400000000000006
08063,0.016,0.0002976923076923077,11,20,ZCTA5 08063,3051,93.4,4.9,0.9,1.0,0.0,8.2,86.6,13.400000000000006
08065,0.0049,4.3214285714285716e-05,6,20,ZCTA5 08065,7485,72.3,14.9,1.5,5.5,0.8,13.5,62.7,37.3
08066,0.016,0.00026352941176470586,13,20,ZCTA5 08066,7760,59.9,40.2,1.4,3.0,0.0,17.7,40.3,59.7
08067,0.0032,5.166666666666667e-05,2,20,ZCTA5 08067,1711,88.2,8.2,2.1,0.9,0.0,6.1,82.2,17.799999999999997
